,GID,Team,Spread,Over/Under
0,201610250CLE,NYK,9.0,203.0
1,201610250CLE,CLE,-9.0,203.0
2,201610250GSW,SAS,8.5,212.0
3,201610250GSW,GSW,-8.5,212.0
4,201610250POR,UTA,6.0,193.0
5,201610250POR,POR,-6.0,193.0
6,201610260BOS,BOS,-13.5,211.5
7,201610260BOS,BRK,13.5,211.5
8,201610260IND,IND,-6.0,206.5
9,201610260IND,DAL,6.0,206.5
10,201610260LAL,HOU,-6.5,222.0
11,201610260LAL,LAL,6.5,222.0
12,201610260MEM,MIN,2.5,199.0
13,201610260MEM,MEM,-2.5,199.0
14,201610260MIL,MIL,0.0,192.5
15,201610260MIL,CHO,-0.0,192.5
16,201610260NOP,NOP,-3.5,207.0
17,201610260NOP,DEN,3.5,207.0
18,201610260ORL,ORL,-4.5,201.0
19,201610260ORL,MIA,4.5,201.0
20,201610260PHI,OKC,-8.5,208.0
21,201610260PHI,PHI,8.5,208.0
22,201610260PHO,SAC,3.0,207.0
23,201610260PHO,PHO,-3.0,207.0
24,201610260TOR,TOR,-7.5,195.0
25,201610260TOR,DET,7.5,195.0
26,201610270ATL,WAS,3.5,204.0
27,201610270ATL,ATL,-3.5,204.0
28,201610270CHI,CHI,1.5,211.0
29,201610270CHI,BOS,-1.5,211.0
30,201610270POR,LAC,-2.0,209.0
31,201610270POR,POR,2.0,209.0
32,201610270SAC,SAS,-8.5,205.5
33,201610270SAC,SAC,8.5,205.5
34,201610280BRK,BRK,6.5,214.0
35,201610280BRK,IND,-6.5,214.0
36,201610280DAL,DAL,-2.0,221.0
37,201610280DAL,HOU,2.0,221.0
38,201610280DET,ORL,4.0,198.5
39,201610280DET,DET,-4.0,198.5
40,201610280MIA,CHO,2.0,198.0
41,201610280MIA,MIA,-2.0,198.0
42,201610280NOP,GSW,-10.0,219.5
43,201610280NOP,NOP,10.0,219.5
44,201610280OKC,PHO,9.5,209.0
45,201610280OKC,OKC,-9.5,209.0
46,201610280TOR,TOR,2.5,204.0
47,201610280TOR,CLE,-2.5,204.0
48,201610280UTA,LAL,8.5,201.5
49,201610280UTA,UTA,-8.5,201.5
50,201610290CHI,CHI,-3.0,210.5
51,201610290CHI,IND,3.0,210.5
52,201610290CHO,BOS,-2.0,205.0
53,201610290CHO,CHO,2.0,205.0
54,201610290CLE,ORL,12.0,205.0
55,201610290CLE,CLE,-12.0,205.0
56,201610290DEN,DEN,-2.0,211.0
57,201610290DEN,POR,2.0,211.0
58,201610290MIL,BRK,6.5,205.5
59,201610290MIL,MIL,-6.5,205.5
60,201610290NYK,MEM,2.0,197.5
61,201610290NYK,NYK,-2.0,197.5
62,201610290PHI,PHI,7.0,204.5
63,201610290PHI,ATL,-7.0,204.5
64,201610290SAC,MIN,1.5,205.5
65,201610290SAC,SAC,-1.5,205.5
66,201610290SAS,NOP,13.5,206.5
67,201610290SAS,SAS,-13.5,206.5
68,201610300DET,DET,-7.5,194.5
69,201610300DET,MIL,7.5,194.5
70,201610300HOU,HOU,-5.5,216.5
71,201610300HOU,DAL,5.5,216.5
72,201610300LAC,UTA,8.0,196.0
73,201610300LAC,LAC,-8.0,196.0
74,201610300MEM,WAS,-1.0,203.5
75,201610300MEM,MEM,1.0,203.5
76,201610300MIA,SAS,-6.5,194.0
77,201610300MIA,MIA,6.5,194.0
78,201610300OKC,LAL,7.5,214.0
79,201610300OKC,OKC,-7.5,214.0
80,201610300PHO,GSW,-11.5,225.0
81,201610300PHO,PHO,11.5,225.0
82,201610310ATL,ATL,-7.0,201.0
83,201610310ATL,SAC,7.0,201.0
84,201610310BRK,CHI,-6.0,212.0
85,201610310BRK,BRK,6.0,212.0
86,201610310LAC,LAC,-10.0,206.0
87,201610310LAC,PHO,10.0,206.0
88,201610310TOR,DEN,7.0,204.0
89,201610310TOR,TOR,-7.0,204.0
90,201611010CLE,HOU,9.0,218.0
91,201611010CLE,CLE,-9.0,218.0
92,201611010DET,NYK,4.0,199.0
93,201611010DET,DET,-4.0,199.0
94,201611010IND,LAL,9.0,216.0
95,201611010IND,IND,-9.0,216.0
96,201611010MIA,MIA,-3.5,200.5
97,201611010MIA,SAC,3.5,200.5
98,201611010MIN,MIN,-5.0,199.0
99,201611010MIN,MEM,5.0,199.0
100,201611010NOP,MIL,3.0,206.0
101,201611010NOP,NOP,-3.0,206.0
102,201611010PHI,PHI,5.0,198.0
103,201611010PHI,ORL,-5.0,198.0
104,201611010POR,POR,4.5,228.0
105,201611010POR,GSW,-4.5,228.0
106,201611010SAS,UTA,10.5,187.0
107,201611010SAS,SAS,-10.5,187.0
108,201611020ATL,ATL,-11.5,208.0
109,201611020ATL,LAL,11.5,208.0
110,201611020BOS,BOS,-3.5,211.5
111,201611020BOS,CHI,3.5,211.5
112,201611020BRK,BRK,4.5,204.0
113,201611020BRK,DET,-4.5,204.0
114,201611020CHO,PHI,12.5,196.0
115,201611020CHO,CHO,-12.5,196.0
116,201611020LAC,OKC,7.0,207.0
117,201611020LAC,LAC,-7.0,207.0
118,201611020MEM,NOP,6.0,207.0
119,201611020MEM,MEM,-6.0,207.0
120,201611020NYK,HOU,1.5,214.5
121,201611020NYK,NYK,-1.5,214.5
122,201611020PHO,POR,-3.5,216.0
123,201611020PHO,PHO,3.5,216.0
124,201611020UTA,DAL,5.0,189.5
125,201611020UTA,UTA,-5.0,189.5
126,201611020WAS,TOR,1.0,203.0
127,201611020WAS,WAS,-1.0,203.0
128,201611030CLE,CLE,-9.5,209.0
129,201611030CLE,BOS,9.5,209.0
130,201611030GSW,GSW,-11.5,226.0
131,201611030GSW,OKC,11.5,226.0
132,201611030MIL,MIL,2.0,213.0
133,201611030MIL,IND,-2.0,213.0
134,201611030MIN,DEN,3.5,209.0
135,201611030MIN,MIN,-3.5,209.0
136,201611030ORL,ORL,-1.0,199.0
137,201611030ORL,SAC,1.0,199.0
138,201611040BRK,CHO,-6.5,205.5
139,201611040BRK,BRK,6.5,205.5
140,201611040CHI,CHI,-6.5,210.0
141,201611040CHI,NYK,6.5,210.0
142,201611040DAL,DAL,1.5,206.0
143,201611040DAL,POR,-1.5,206.0
144,201611040LAL,GSW,-11.0,226.5
145,201611040LAL,LAL,11.0,226.5
146,201611040MEM,LAC,-5.5,198.0
147,201611040MEM,MEM,5.5,198.0
148,201611040NOP,PHO,3.0,212.5
149,201611040NOP,NOP,-3.0,212.5
150,201611040TOR,MIA,7.5,200.5
151,201611040TOR,TOR,-7.5,200.5
152,201611040UTA,UTA,4.0,186.5
153,201611040UTA,SAS,-4.0,186.5
154,201611040WAS,WAS,-2.0,209.5
155,201611040WAS,ATL,2.0,209.5
156,201611050ATL,ATL,-3.0,217.0
157,201611050ATL,HOU,3.0,217.0
158,201611050DET,DEN,4.0,204.5
159,201611050DET,DET,-4.0,204.5
160,201611050IND,CHI,3.0,215.0
161,201611050IND,IND,-3.0,215.0
162,201611050MIL,MIL,-2.0,204.5
163,201611050MIL,SAC,2.0,204.5
164,201611050OKC,MIN,5.5,206.0
165,201611050OKC,OKC,-5.5,206.0
166,201611050ORL,WAS,5.0,201.5
167,201611050ORL,ORL,-5.0,201.5
168,201611050PHI,CLE,-14.0,207.5
169,201611050PHI,PHI,14.0,207.5
170,201611050SAS,LAC,4.5,195.0
171,201611050SAS,SAS,-4.5,195.0
172,201611060BOS,DEN,8.0,210.0
173,201611060BOS,BOS,-8.0,210.0
174,201611060DAL,DAL,-2.0,199.0
175,201611060DAL,MIL,2.0,199.0
176,201611060LAL,PHO,3.0,217.0
177,201611060LAL,LAL,-3.0,217.0
178,201611060MEM,MEM,2.0,203.5
179,201611060MEM,POR,-2.0,203.5
180,201611060NYK,NYK,1.0,196.0
181,201611060NYK,UTA,-1.0,196.0
182,201611060TOR,SAC,9.5,200.5
183,201611060TOR,TOR,-9.5,200.5
184,201611070CHI,ORL,7.0,203.0
185,201611070CHI,CHI,-7.0,203.0
186,201611070CHO,IND,3.5,208.0
187,201611070CHO,CHO,-3.5,208.0
188,201611070GSW,GSW,-17.0,224.5
189,201611070GSW,NOP,17.0,224.5
190,201611070LAC,LAC,-8.5,197.5
191,201611070LAC,DET,8.5,197.5
192,201611070OKC,MIA,6.0,203.5
193,201611070OKC,OKC,-6.0,203.5
194,201611070PHI,UTA,-7.5,192.5
195,201611070PHI,PHI,7.5,192.5
196,201611070WAS,WAS,-1.5,216.0
197,201611070WAS,HOU,1.5,216.0
198,201611080BRK,BRK,4.0,205.0
199,201611080BRK,MIN,-4.0,205.0
200,201611080CLE,CLE,-8.5,207.0
201,201611080CLE,ATL,8.5,207.0
202,201611080LAL,DAL,5.0,205.5
203,201611080LAL,LAL,-5.0,205.5
204,201611080MEM,DEN,1.5,201.0
205,201611080MEM,MEM,-1.5,201.0
206,201611080POR,PHO,7.5,217.0
207,201611080POR,POR,-7.5,217.0
208,201611080SAC,NOP,5.5,203.5
209,201611080SAC,SAC,-5.5,203.5
210,201611090ATL,CHI,3.5,203.5
211,201611090ATL,ATL,-3.5,203.5
212,201611090CHO,UTA,2.0,193.5
213,201611090CHO,CHO,-2.0,193.5
214,201611090GSW,GSW,-16.5,209.5
215,201611090GSW,DAL,16.5,209.5
216,201611090IND,PHI,12.0,209.0
217,201611090IND,IND,-12.0,209.0
218,201611090LAC,LAC,-9.5,208.0
219,201611090LAC,POR,9.5,208.0
220,201611090NYK,BRK,8.0,212.5
221,201611090NYK,NYK,-8.0,212.5
222,201611090OKC,OKC,-3.5,201.5
223,201611090OKC,TOR,3.5,201.5
224,201611090ORL,ORL,-2.0,201.5
225,201611090ORL,MIN,2.0,201.5
226,201611090PHO,DET,-3.0,204.0
227,201611090PHO,PHO,3.0,204.0
228,201611090SAS,HOU,7.5,210.5
229,201611090SAS,SAS,-7.5,210.5
230,201611090WAS,WAS,1.5,215.0
231,201611090WAS,BOS,-1.5,215.0
232,201611100DEN,GSW,-5.0,219.0
233,201611100DEN,DEN,5.0,219.0
234,201611100MIA,MIA,-1.5,199.5
235,201611100MIA,CHI,1.5,199.5
236,201611100MIL,NOP,4.5,208.0
237,201611100MIL,MIL,-4.5,208.0
238,201611100SAC,SAC,-4.5,208.5
239,201611100SAC,LAL,4.5,208.5
240,201611110BOS,BOS,-6.0,217.0
241,201611110BOS,NYK,6.0,217.0
242,201611110CHO,TOR,3.0,198.0
243,201611110CHO,CHO,-3.0,198.0
244,201611110OKC,LAC,-5.0,204.0
245,201611110OKC,OKC,5.0,204.0
246,201611110ORL,UTA,-4.0,192.0
247,201611110ORL,ORL,4.0,192.0
248,201611110PHI,IND,-4.5,213.0
249,201611110PHI,PHI,4.5,213.0
250,201611110POR,POR,-6.5,209.0
251,201611110POR,SAC,6.5,209.0
252,201611110SAS,DET,8.0,195.0
253,201611110SAS,SAS,-8.0,195.0
254,201611110WAS,WAS,6.5,208.5
255,201611110WAS,CLE,-6.5,208.5
256,201611120ATL,ATL,-14.0,204.0
257,201611120ATL,PHI,14.0,204.0
258,201611120CHI,CHI,-9.0,203.5
259,201611120CHI,WAS,9.0,203.5
260,201611120DEN,DEN,-4.5,201.5
261,201611120DEN,DET,4.5,201.5
262,201611120HOU,SAS,-2.0,209.0
263,201611120HOU,HOU,2.0,209.0
264,201611120IND,IND,-2.5,218.5
265,201611120IND,BOS,2.5,218.5
266,201611120MIA,MIA,2.5,187.5
267,201611120MIA,UTA,-2.5,187.5
268,201611120MIL,MIL,-2.5,201.5
269,201611120MIL,MEM,2.5,201.5
270,201611120MIN,LAC,-5.0,205.0
271,201611120MIN,MIN,5.0,205.0
272,201611120NOP,NOP,-1.0,214.5
273,201611120NOP,LAL,1.0,214.5
274,201611120PHO,BRK,4.5,219.5
275,201611120PHO,PHO,-4.5,219.5
276,201611120TOR,TOR,-7.5,207.0
277,201611120TOR,NYK,7.5,207.0
278,201611130CLE,CHO,8.0,209.0
279,201611130CLE,CLE,-8.0,209.0
280,201611130GSW,GSW,-16.5,230.5
281,201611130GSW,PHO,16.5,230.5
282,201611130MIN,LAL,4.5,215.5
283,201611130MIN,MIN,-4.5,215.5
284,201611130OKC,ORL,9.0,204.0
285,201611130OKC,OKC,-9.0,204.0
286,201611130POR,DEN,6.0,216.0
287,201611130POR,POR,-6.0,216.0
288,201611140DET,DET,-3.0,200.0
289,201611140DET,OKC,3.0,200.0
290,201611140HOU,PHI,11.5,213.0
291,201611140HOU,HOU,-11.5,213.0
292,201611140IND,ORL,6.0,207.0
293,201611140IND,IND,-6.0,207.0
294,201611140LAC,LAC,-14.5,214.0
295,201611140LAC,BRK,14.5,214.0
296,201611140NOP,BOS,-4.5,211.5
297,201611140NOP,NOP,4.5,211.5
298,201611140NYK,DAL,4.5,204.0
299,201611140NYK,NYK,-4.5,204.0
300,201611140SAS,SAS,-12.0,191.0
301,201611140SAS,MIA,12.0,191.0
302,201611140UTA,UTA,-6.0,187.0
303,201611140UTA,MEM,6.0,187.0
304,201611150CLE,TOR,5.5,210.0
305,201611150CLE,CLE,-5.5,210.0
306,201611150LAL,LAL,-7.0,220.0
307,201611150LAL,BRK,7.0,220.0
308,201611150MIA,ATL,-6.0,200.0
309,201611150MIA,MIA,6.0,200.0
310,201611150MIN,CHO,-2.0,205.5
311,201611150MIN,MIN,2.0,205.5
312,201611150POR,CHI,3.5,213.0
313,201611150POR,POR,-3.5,213.0
314,201611160ATL,ATL,-7.0,208.5
315,201611160ATL,MIL,7.0,208.5
316,201611160BOS,BOS,-7.5,203.0
317,201611160BOS,DAL,7.5,203.0
318,201611160DEN,DEN,-4.5,221.5
319,201611160DEN,PHO,4.5,221.5
320,201611160IND,IND,-1.0,210.0
321,201611160IND,CLE,1.0,210.0
322,201611160LAC,LAC,-12.0,201.5
323,201611160LAC,MEM,12.0,201.5
324,201611160NYK,DET,3.0,202.0
325,201611160NYK,NYK,-3.0,202.0
326,201611160OKC,HOU,1.0,217.5
327,201611160OKC,OKC,-1.0,217.5
328,201611160ORL,ORL,-3.5,202.0
329,201611160ORL,NOP,3.5,202.0
330,201611160PHI,WAS,-4.0,206.0
331,201611160PHI,PHI,4.0,206.0
332,201611160SAC,SAS,-5.5,195.5
333,201611160SAC,SAC,5.5,195.5
334,201611160TOR,GSW,-4.5,219.0
335,201611160TOR,TOR,4.5,219.0
336,201611170HOU,POR,3.5,219.0
337,201611170HOU,HOU,-3.5,219.0
338,201611170MIA,MIL,3.5,197.5
339,201611170MIA,MIA,-3.5,197.5
340,201611170MIN,PHI,11.0,214.0
341,201611170MIN,MIN,-11.0,214.0
342,201611170UTA,CHI,3.0,195.0
343,201611170UTA,UTA,-3.0,195.0
344,201611170WAS,NYK,3.0,206.5
345,201611170WAS,WAS,-3.0,206.5
346,201611180BOS,GSW,-6.5,226.0
347,201611180BOS,BOS,6.5,226.0
348,201611180CHO,CHO,-3.0,207.0
349,201611180CHO,ATL,3.0,207.0
350,201611180CLE,DET,9.0,205.0
351,201611180CLE,CLE,-9.0,205.0
352,201611180DAL,DAL,1.5,190.0
353,201611180DAL,MEM,-1.5,190.0
354,201611180DEN,TOR,-4.0,216.0
355,201611180DEN,DEN,4.0,216.0
356,201611180IND,PHO,7.5,219.0
357,201611180IND,IND,-7.5,219.0
358,201611180LAL,LAL,6.5,208.0
359,201611180LAL,SAS,-6.5,208.0
360,201611180NOP,POR,-2.0,214.5
361,201611180NOP,NOP,2.0,214.5
362,201611180OKC,BRK,9.5,219.0
363,201611180OKC,OKC,-9.5,219.0
364,201611180SAC,LAC,-7.0,205.5
365,201611180SAC,SAC,7.0,205.5
366,201611190DET,BOS,3.5,201.0
367,201611190DET,DET,-3.5,201.0
368,201611190HOU,UTA,7.0,200.5
369,201611190HOU,HOU,-7.0,200.5
370,201611190LAC,LAC,-6.5,205.0
371,201611190LAC,CHI,6.5,205.0
372,201611190MEM,MEM,1.0,202.0
373,201611190MEM,MIN,-1.0,202.0
374,201611190MIL,MIL,8.5,223.0
375,201611190MIL,GSW,-8.5,223.0
376,201611190NOP,CHO,-4.5,206.0
377,201611190NOP,NOP,4.5,206.0
378,201611190ORL,ORL,-7.0,182.5
379,201611190ORL,DAL,7.0,182.5
380,201611190PHI,PHO,-2.5,215.0
381,201611190PHI,PHI,2.5,215.0
382,201611190WAS,WAS,-4.0,199.5
383,201611190WAS,MIA,4.0,199.5
384,201611200BRK,POR,-4.0,222.0
385,201611200BRK,BRK,4.0,222.0
386,201611200DEN,DEN,-3.5,197.0
387,201611200DEN,UTA,3.5,197.0
388,201611200LAL,CHI,-3.0,211.5
389,201611200LAL,LAL,3.0,211.5
390,201611200NYK,NYK,2.5,211.5
391,201611200NYK,ATL,-2.5,211.5
392,201611200OKC,OKC,-9.5,211.5
393,201611200OKC,IND,9.5,211.5
394,201611200SAC,SAC,3.5,210.0
395,201611200SAC,TOR,-3.5,210.0
396,201611210CHO,MEM,6.0,194.0
397,201611210CHO,CHO,-6.0,194.0
398,201611210DET,DET,2.0,204.0
399,201611210DET,HOU,-2.0,204.0
400,201611210IND,GSW,-12.5,221.5
401,201611210IND,IND,12.5,221.5
402,201611210LAC,LAC,-8.0,211.0
403,201611210LAC,TOR,8.0,211.0
404,201611210MIL,ORL,5.5,202.5
405,201611210MIL,MIL,-5.5,202.5
406,201611210MIN,BOS,-2.0,207.5
407,201611210MIN,MIN,2.0,207.5
408,201611210PHI,MIA,-4.5,198.0
409,201611210PHI,PHI,4.5,198.0
410,201611210SAS,DAL,16.0,181.0
411,201611210SAS,SAS,-16.0,181.0
412,201611210WAS,WAS,-8.0,218.0
413,201611210WAS,PHO,8.0,218.0
414,201611220ATL,NOP,7.5,209.5
415,201611220ATL,ATL,-7.5,209.5
416,201611220DEN,CHI,-1.0,207.5
417,201611220DEN,DEN,1.0,207.5
418,201611220LAL,LAL,2.5,221.0
419,201611220LAL,OKC,-2.5,221.0
420,201611220NYK,NYK,-1.5,218.0
421,201611220NYK,POR,1.5,218.0
422,201611230BRK,BRK,7.0,214.5
423,201611230BRK,BOS,-7.0,214.5
424,201611230CHO,SAS,-4.0,199.5
425,201611230CHO,CHO,4.0,199.5
426,201611230CLE,POR,11.5,217.5
427,201611230CLE,CLE,-11.5,217.5
428,201611230DAL,DAL,9.0,192.0
429,201611230DAL,LAC,-9.0,192.0
430,201611230DET,DET,-4.5,189.5
431,201611230DET,MIA,4.5,189.5
432,201611230GSW,GSW,-17.0,231.0
433,201611230GSW,LAL,17.0,231.0
434,201611230HOU,TOR,3.0,217.5
435,201611230HOU,HOU,-3.0,217.5
436,201611230IND,IND,2.5,208.0
437,201611230IND,ATL,-2.5,208.0
438,201611230NOP,NOP,1.5,210.0
439,201611230NOP,MIN,-1.5,210.0
440,201611230ORL,ORL,-4.5,206.5
441,201611230ORL,PHO,4.5,206.5
442,201611230PHI,MEM,-4.5,196.5
443,201611230PHI,PHI,4.5,196.5
444,201611230SAC,SAC,-2.5,208.0
445,201611230SAC,OKC,2.5,208.0
446,201611230UTA,UTA,-4.5,196.5
447,201611230UTA,DEN,4.5,196.5
448,201611250BOS,SAS,-2.5,202.0
449,201611250BOS,BOS,2.5,202.0
450,201611250CLE,CLE,-15.0,202.0
451,201611250CLE,DAL,15.0,202.0
452,201611250DEN,OKC,-1.5,213.5
453,201611250DEN,DEN,1.5,213.5
454,201611250DET,DET,6.5,201.5
455,201611250DET,LAC,-6.5,201.5
456,201611250IND,BRK,8.5,215.5
457,201611250IND,IND,-8.5,215.5
458,201611250LAL,LAL,12.0,233.0
459,201611250LAL,GSW,-12.0,233.0
460,201611250MEM,MIA,6.5,187.0
461,201611250MEM,MEM,-6.5,187.0
462,201611250MIL,TOR,-3.0,211.0
463,201611250MIL,MIL,3.0,211.0
464,201611250NYK,CHO,-1.0,211.0
465,201611250NYK,NYK,1.0,211.0
466,201611250ORL,ORL,1.0,202.5
467,201611250ORL,WAS,-1.0,202.5
468,201611250PHI,PHI,8.0,203.5
469,201611250PHI,CHI,-8.0,203.5
470,201611250PHO,PHO,1.0,213.0
471,201611250PHO,MIN,-1.0,213.0
472,201611250POR,NOP,4.0,219.0
473,201611250POR,POR,-4.0,219.0
474,201611250SAC,HOU,-3.0,214.5
475,201611250SAC,SAC,3.0,214.5
476,201611250UTA,UTA,-2.5,195.5
477,201611250UTA,ATL,2.5,195.5
478,201611260CHO,NYK,6.0,208.5
479,201611260CHO,CHO,-6.0,208.5
480,201611260GSW,GSW,-15.0,222.0
481,201611260GSW,MIN,15.0,222.0
482,201611260MIA,MIA,-1.5,183.5
483,201611260MIA,MEM,1.5,183.5
484,201611260OKC,DET,4.5,203.0
485,201611260OKC,OKC,-4.5,203.0
486,201611260WAS,WAS,5.5,203.0
487,201611260WAS,SAS,-5.5,203.0
488,201611270BRK,SAC,-4.0,217.5
489,201611270BRK,BRK,4.0,217.5
490,201611270DAL,NOP,-3.5,201.0
491,201611270DAL,DAL,3.5,201.0
492,201611270IND,LAC,-10.5,209.0
493,201611270IND,IND,10.5,209.0
494,201611270LAL,LAL,4.0,212.0
495,201611270LAL,ATL,-4.0,212.0
496,201611270ORL,MIL,-1.0,194.5
497,201611270ORL,ORL,1.0,194.5
498,201611270PHI,CLE,-12.0,210.5
499,201611270PHI,PHI,12.0,210.5
500,201611270PHO,DEN,1.5,215.5
501,201611270PHO,PHO,-1.5,215.5
502,201611270POR,POR,2.5,223.0
503,201611270POR,HOU,-2.5,223.0
504,201611280GSW,ATL,13.0,219.0
505,201611280GSW,GSW,-13.0,219.0
506,201611280MEM,MEM,-2.5,196.0
507,201611280MEM,CHO,2.5,196.0
508,201611280MIA,BOS,-3.5,198.0
509,201611280MIA,MIA,3.5,198.0
510,201611280MIN,MIN,2.0,196.0
511,201611280MIN,UTA,-2.0,196.0
512,201611280NYK,NYK,0.0,215.0
513,201611280NYK,OKC,-0.0,215.0
514,201611280TOR,TOR,-14.5,213.5
515,201611280TOR,PHI,14.5,213.5
516,201611280WAS,WAS,-4.5,210.5
517,201611280WAS,SAC,4.5,210.5
518,201611290BRK,LAC,-12.5,217.5
519,201611290BRK,BRK,12.5,217.5
520,201611290CHO,DET,3.0,198.0
521,201611290CHO,CHO,-3.0,198.0
522,201611290MIL,CLE,-6.5,212.5
523,201611290MIL,MIL,6.5,212.5
524,201611290NOP,LAL,5.0,217.5
525,201611290NOP,NOP,-5.0,217.5
526,201611290SAS,SAS,-13.5,196.5
527,201611290SAS,ORL,13.5,196.5
528,201611290UTA,HOU,-2.0,202.5
529,201611290UTA,UTA,2.0,202.5
530,201611300BOS,DET,7.5,197.5
531,201611300BOS,BOS,-7.5,197.5
532,201611300CHI,LAL,10.0,210.0
533,201611300CHI,CHI,-10.0,210.0
534,201611300DAL,SAS,-9.0,192.0
535,201611300DAL,DAL,9.0,192.0
536,201611300DEN,MIA,5.5,204.0
537,201611300DEN,DEN,-5.5,204.0
538,201611300MIN,NYK,3.5,211.5
539,201611300MIN,MIN,-3.5,211.5
540,201611300OKC,WAS,6.0,212.0
541,201611300OKC,OKC,-6.0,212.0
542,201611300PHI,SAC,-5.0,206.0
543,201611300PHI,PHI,5.0,206.0
544,201611300PHO,ATL,-5.5,208.5
545,201611300PHO,PHO,5.5,208.5
546,201611300POR,IND,8.0,215.0
547,201611300POR,POR,-8.0,215.0
548,201611300TOR,TOR,-11.5,195.0
549,201611300TOR,MEM,11.5,195.0
550,201612010BRK,MIL,-4.0,217.0
551,201612010BRK,BRK,4.0,217.0
552,201612010CHO,DAL,10.5,193.5
553,201612010CHO,CHO,-10.5,193.5
554,201612010CLE,LAC,5.0,214.5
555,201612010CLE,CLE,-5.0,214.5
556,201612010GSW,HOU,10.0,229.0
557,201612010GSW,GSW,-10.0,229.0
558,201612010MEM,ORL,-1.5,189.0
559,201612010MEM,MEM,1.5,189.0
560,201612010UTA,MIA,9.5,189.0
561,201612010UTA,UTA,-9.5,189.0
562,201612020ATL,DET,2.5,196.0
563,201612020ATL,ATL,-2.5,196.0
564,201612020BOS,SAC,6.5,208.0
565,201612020BOS,BOS,-6.5,208.0
566,201612020CHI,CHI,2.5,211.0
567,201612020CHI,CLE,-2.5,211.0
568,201612020DEN,DEN,-2.5,220.5
569,201612020DEN,HOU,2.5,220.5
570,201612020NOP,NOP,5.0,207.0
571,201612020NOP,LAC,-5.0,207.0
572,201612020NYK,MIN,2.5,210.0
573,201612020NYK,NYK,-2.5,210.0
574,201612020PHI,PHI,-2.0,197.5
575,201612020PHI,ORL,2.0,197.5
576,201612020SAS,WAS,9.5,202.0
577,201612020SAS,SAS,-9.5,202.0
578,201612020TOR,TOR,-10.5,214.0
579,201612020TOR,LAL,10.5,214.0
580,201612030CHO,CHO,-6.5,207.0
581,201612030CHO,MIN,6.5,207.0
582,201612030DAL,DAL,3.5,191.0
583,201612030DAL,CHI,-3.5,191.0
584,201612030GSW,PHO,16.5,229.5
585,201612030GSW,GSW,-16.5,229.5
586,201612030MEM,LAL,2.0,200.5
587,201612030MEM,MEM,-2.0,200.5
588,201612030MIL,MIL,-10.0,217.0
589,201612030MIL,BRK,10.0,217.0
590,201612030PHI,BOS,-9.5,205.0
591,201612030PHI,PHI,9.5,205.0
592,201612030POR,MIA,6.5,214.0
593,201612030POR,POR,-6.5,214.0
594,201612030TOR,ATL,9.0,207.5
595,201612030TOR,TOR,-9.0,207.5
596,201612030UTA,DEN,6.0,199.0
597,201612030UTA,UTA,-6.0,199.0
598,201612040DET,ORL,7.0,193.5
599,201612040DET,DET,-7.0,193.5
600,201612040LAC,LAC,-12.0,204.0
601,201612040LAC,IND,12.0,204.0
602,201612040NYK,NYK,-2.5,211.0
603,201612040NYK,SAC,2.5,211.0
604,201612040OKC,OKC,-5.5,213.0
605,201612040OKC,NOP,5.5,213.0
606,201612050ATL,OKC,1.0,211.0
607,201612050ATL,ATL,-1.0,211.0
608,201612050BRK,WAS,-5.5,219.5
609,201612050BRK,BRK,5.5,219.5
610,201612050CHI,CHI,-5.5,216.5
611,201612050CHI,POR,5.5,216.5
612,201612050DAL,DAL,4.5,190.5
613,201612050DAL,CHO,-4.5,190.5
614,201612050GSW,IND,14.0,223.0
615,201612050GSW,GSW,-14.0,223.0
616,201612050HOU,BOS,4.5,217.0
617,201612050HOU,HOU,-4.5,217.0
618,201612050LAL,LAL,2.5,199.0
619,201612050LAL,UTA,-2.5,199.0
620,201612050MIL,SAS,-5.5,206.5
621,201612050MIL,MIL,5.5,206.5
622,201612050NOP,MEM,3.5,197.0
623,201612050NOP,NOP,-3.5,197.0
624,201612050PHI,PHI,4.0,209.5
625,201612050PHI,DEN,-4.0,209.5
626,201612050TOR,TOR,-1.5,217.0
627,201612050TOR,CLE,1.5,217.0
628,201612060DET,CHI,5.0,198.5
629,201612060DET,DET,-5.0,198.5
630,201612060MEM,MEM,-8.0,193.5
631,201612060MEM,PHI,8.0,193.5
632,201612060MIA,MIA,-1.0,204.5
633,201612060MIA,NYK,1.0,204.5
634,201612060MIN,SAS,-4.0,206.5
635,201612060MIN,MIN,4.0,206.5
636,201612060UTA,PHO,7.0,205.0
637,201612060UTA,UTA,-7.0,205.0
638,201612060WAS,ORL,3.5,198.0
639,201612060WAS,WAS,-3.5,198.0
640,201612070ATL,ATL,-8.0,199.5
641,201612070ATL,MIA,8.0,199.5
642,201612070BRK,DEN,-5.0,221.0
643,201612070BRK,BRK,5.0,221.0
644,201612070CHO,CHO,-5.5,205.5
645,201612070CHO,DET,5.5,205.5
646,201612070DAL,SAC,-3.5,194.0
647,201612070DAL,DAL,3.5,194.0
648,201612070HOU,LAL,12.0,220.0
649,201612070HOU,HOU,-12.0,220.0
650,201612070LAC,GSW,-4.0,224.0
651,201612070LAC,LAC,4.0,224.0
652,201612070MIL,POR,2.0,217.5
653,201612070MIL,MIL,-2.0,217.5
654,201612070NYK,CLE,-8.5,218.0
655,201612070NYK,NYK,8.5,218.0
